date,brand,sales,customers,area_sqm,category,sales_per_customer
2026-05-14,I,83860,142,261,Living,590.5633802816901
2026-05-15,C,7257,71,208,Fashion,102.21126760563381
2026-05-16,I,32364,499,118,Living,64.85771543086172
2026-05-17,A,29972,221,265,Luxury,135.61990950226243
2026-05-18,A,116715,432,153,Luxury,270.1736111111111
2026-05-19,D,31654,183,295,Fashion,172.97267759562843
2026-05-20,I,85769,475,210,Living,180.5663157894737
2026-05-21,F,86423,74,249,Food,1167.8783783783783
2026-05-22,C,34320,234,265,Fashion,146.66666666666666
2026-05-23,A,25808,134,227,Luxury,192.59701492537314
2026-05-24,D,57389,104,261,Fashion,551.8173076923077
2026-05-25,I,100690,300,65,Living,335.6333333333333
2026-05-26,C,39773,193,291,Fashion,206.0777202072539
2026-05-27,I,56168,400,165,Living,140.42
2026-05-28,G,32747,447,125,Sports,73.25950782997762
2026-05-29,D,81396,216,254,Fashion,376.8333333333333
2026-05-30,C,113374,461,158,Fashion,245.93058568329718
2026-05-31,J,112692,273,283,Kids,412.7912087912088
2026-06-01,E,88692,269,88,Food,329.7100371747212
2026-06-02,E,62505,228,138,Food,274.14473684210526
2026-06-03,C,90896,168,223,Fashion,541.047619047619
2026-06-04,I,23135,482,273,Living,47.99792531120332
2026-06-05,D,95887,314,265,Fashion,305.37261146496814
2026-06-06,E,101035,491,161,Food,205.77393075356414
2026-06-07,D,52377,478,96,Fashion,109.57531380753139
2026-06-08,E,28554,199,221,Food,143.48743718592965
2026-06-09,G,67491,465,186,Sports,145.14193548387098
2026-06-10,I,60621,264,281,Living,229.625
2026-06-11,G,119667,246,291,Sports,486.4512195121951
2026-06-12,E,63283,91,264,Food,695.4175824175824
2026-06-13,J,90140,102,177,Kids,883.7254901960785
2026-06-14,J,21923,492,227,Kids,44.5589430894309
2026-06-15,G,52591,379,126,Sports,138.76253298153034
2026-06-16,J,67261,300,237,Kids,224.20333333333335
2026-06-17,E,59336,344,273,Food,172.48837209302326
2026-06-18,C,79083,427,291,Fashion,185.20608899297423
2026-06-19,G,65948,320,64,Sports,206.0875
2026-06-20,B,114819,462,85,Luxury,248.52597402597402
2026-06-21,I,38002,172,290,Living,220.9418604651163
2026-06-22,J,85098,416,112,Kids,204.5625
2026-06-23,J,78016,436,118,Kids,178.93577981651376
2026-06-24,A,31672,388,263,Luxury,81.62886597938144
2026-06-25,F,9213,315,257,Food,29.247619047619047
2026-06-26,G,15293,397,218,Sports,38.52141057934509
2026-06-27,H,104977,78,123,Sports,1345.8589743589744
2026-06-28,J,60860,84,73,Kids,724.5238095238095
2026-06-29,I,67507,55,259,Living,1227.4
2026-06-30,B,62134,445,98,Luxury,139.62696629213482
2026-07-01,J,7100,160,195,Kids,44.375
2026-07-02,B,115153,343,56,Luxury,335.7230320699708
2026-07-03,E,66997,126,53,Food,531.7222222222222
2026-07-04,E,33172,398,139,Food,83.34673366834171
2026-07-05,F,25132,196,246,Food,128.22448979591837
2026-07-06,C,23199,116,109,Fashion,199.99137931034483
2026-07-07,H,41609,441,104,Sports,94.3514739229025
2026-07-08,A,47965,57,65,Luxury,841.4912280701755
2026-07-09,F,13016,171,276,Food,76.11695906432749
2026-07-10,D,44779,389,267,Fashion,115.11311053984576
2026-07-11,A,107797,224,259,Luxury,481.23660714285717
2026-07-12,G,36881,437,78,Sports,84.39588100686498
2026-07-13,I,87594,228,200,Living,384.1842105263158
2026-07-14,D,29472,134,294,Fashion,219.9402985074627
2026-07-15,D,111882,94,63,Fashion,1190.2340425531916
2026-07-16,F,105462,185,128,Food,570.0648648648648
2026-07-17,C,56813,392,226,Fashion,144.93112244897958
2026-07-18,F,105368,65,82,Food,1621.0461538461539
2026-07-19,G,41021,382,202,Sports,107.3848167539267
2026-07-20,J,59131,244,70,Kids,242.34016393442624
2026-07-21,J,29087,58,194,Kids,501.5
2026-07-22,C,17828,365,72,Fashion,48.843835616438355
2026-07-23,G,66610,383,106,Sports,173.9164490861619
2026-07-24,C,101664,382,284,Fashion,266.13612565445027
2026-07-25,B,6401,376,258,Luxury,17.023936170212767
2026-07-26,J,90179,64,235,Kids,1409.046875
2026-07-27,D,20193,376,191,Fashion,53.704787234042556
2026-07-28,H,97389,151,142,Sports,644.9602649006622
2026-07-29,I,49864,275,69,Living,181.32363636363635
2026-07-30,G,25307,474,207,Sports,53.39029535864979
2026-07-31,A,107518,327,68,Luxury,328.8012232415902
2026-08-01,C,24611,457,230,Fashion,53.85339168490153
2026-08-02,I,48791,162,152,Living,301.179012345679
2026-08-03,A,16950,477,233,Luxury,35.534591194968556
2026-08-04,I,81240,50,126,Living,1624.8
2026-08-05,H,113647,315,259,Sports,360.784126984127
2026-08-06,A,82403,257,200,Luxury,320.6342412451362
2026-08-07,F,7745,159,239,Food,48.710691823899374
2026-08-08,E,60243,249,287,Food,241.93975903614458
2026-08-09,F,8866,489,82,Food,18.130879345603272
2026-08-10,J,37245,418,280,Kids,89.10287081339713
2026-08-11,E,49724,355,281,Food,140.06760563380283
2026-08-12,F,76354,61,67,Food,1251.704918032787
2026-08-13,E,56374,394,122,Food,143.08121827411168
2026-08-14,E,119397,237,210,Food,503.7848101265823
2026-08-15,D,35116,203,209,Fashion,172.98522167487684
2026-08-16,C,86029,417,238,Fashion,206.30455635491606
2026-08-17,C,98574,383,231,Fashion,257.3733681462141
2026-08-18,D,25447,474,66,Fashion,53.68565400843882
2026-08-19,I,35431,469,68,Living,75.54584221748401
2026-08-20,B,22908,426,268,Luxury,53.774647887323944
2026-08-21,I,34336,328,119,Living,104.6829268292683
2026-08-22,A,45992,220,276,Luxury,209.05454545454546
2026-08-23,A,60350,183,169,Luxury,329.78142076502735
2026-08-24,E,74561,476,150,Food,156.640756302521
2026-08-25,F,56955,74,83,Food,769.6621621621622
2026-08-26,F,66240,67,133,Food,988.6567164179105
2026-08-27,C,25093,239,202,Fashion,104.99163179916317
2026-08-28,G,11155,190,245,Sports,58.71052631578947
2026-08-29,I,51607,92,123,Living,560.945652173913
2026-08-30,J,38487,383,251,Kids,100.48825065274151
2026-08-31,H,118194,333,137,Sports,354.93693693693695
2026-09-01,F,60668,195,134,Food,311.1179487179487
2026-09-02,H,25963,364,60,Sports,71.32692307692308
2026-09-03,E,55124,493,140,Food,111.8133874239351
2026-09-04,H,57870,368,193,Sports,157.2554347826087
2026-09-05,J,61547,490,267,Kids,125.60612244897959
2026-09-06,D,69110,141,238,Fashion,490.1418439716312
2026-09-07,J,58554,228,271,Kids,256.8157894736842
2026-09-08,H,25936,105,176,Sports,247.0095238095238
2026-09-09,J,9426,204,162,Kids,46.205882352941174
2026-09-10,B,93839,209,129,Luxury,448.99043062200957
2026-09-11,E,115816,160,56,Food,723.85
2026-09-12,I,32606,186,65,Living,175.30107526881721
2026-09-13,D,52832,281,276,Fashion,188.01423487544483
2026-09-14,F,33151,269,299,Food,123.23791821561338
2026-09-15,A,84303,117,65,Luxury,720.5384615384615
2026-09-16,I,16308,351,217,Living,46.46153846153846
2026-09-17,A,114781,298,61,Luxury,385.1711409395973
2026-09-18,E,67522,372,84,Food,181.51075268817203
2026-09-19,D,50671,459,290,Fashion,110.39433551198258
2026-09-20,C,95306,441,70,Fashion,216.11337868480726
2026-09-21,F,99108,55,227,Food,1801.9636363636364
2026-09-22,B,111984,329,220,Luxury,340.3768996960486
2026-09-23,C,7204,481,277,Fashion,14.977130977130978
2026-09-24,E,97769,143,289,Food,683.6993006993007
2026-09-25,I,92265,478,66,Living,193.02301255230125
2026-09-26,B,36131,318,81,Luxury,113.61949685534591
2026-09-27,J,57428,246,90,Kids,233.4471544715447
2026-09-28,H,38870,74,183,Sports,525.2702702702703
2026-09-29,B,108547,197,265,Luxury,551.0
2026-09-30,E,109918,167,76,Food,658.1916167664671
2026-10-01,G,54067,387,197,Sports,139.70801033591732
2026-10-02,H,63585,416,202,Sports,152.84855769230768
2026-10-03,A,112011,387,115,Luxury,289.4341085271318
2026-10-04,F,117217,115,186,Food,1019.2782608695652
2026-10-05,A,26607,350,141,Luxury,76.02
2026-10-06,B,29968,419,230,Luxury,71.52267303102626
2026-10-07,A,103934,224,110,Luxury,463.99107142857144
2026-10-08,E,16908,368,215,Food,45.94565217391305
2026-10-09,J,31423,125,52,Kids,251.384
2026-10-10,I,114151,163,261,Living,700.3128834355829
2026-10-11,F,79707,160,247,Food,498.16875
2026-10-12,A,83257,298,152,Luxury,279.3859060402685
2026-10-13,A,66215,488,274,Luxury,135.68647540983608
2026-10-14,B,60835,252,104,Luxury,241.40873015873015
2026-10-15,I,54429,196,50,Living,277.69897959183675
2026-10-16,C,87152,84,150,Fashion,1037.5238095238096
2026-10-17,A,113048,358,247,Luxury,315.77653631284915
2026-10-18,E,43458,75,94,Food,579.44
2026-10-19,G,51169,287,275,Sports,178.28919860627178
2026-10-20,F,12659,63,224,Food,200.93650793650792
2026-10-21,A,65614,423,256,Luxury,155.1158392434988
2026-10-22,E,113905,94,286,Food,1211.7553191489362
2026-10-23,E,82240,477,75,Food,172.41090146750525
2026-10-24,F,37793,265,170,Food,142.61509433962263
2026-10-25,C,118688,282,191,Fashion,420.87943262411346
2026-10-26,E,51473,242,299,Food,212.69834710743802
2026-10-27,G,101762,100,231,Sports,1017.62
2026-10-28,E,94388,476,248,Food,198.2941176470588
2026-10-29,E,102618,424,95,Food,242.02358490566039
2026-10-30,E,93330,263,171,Food,354.86692015209127
2026-10-31,J,111956,200,80,Kids,559.78
2026-11-01,J,60751,489,265,Kids,124.23517382413088
2026-11-02,C,83915,324,108,Fashion,258.99691358024694
2026-11-03,A,59254,387,272,Luxury,153.11111111111111
2026-11-04,E,12006,125,78,Food,96.048
2026-11-05,I,79218,488,155,Living,162.33196721311475
2026-11-06,A,70344,269,273,Luxury,261.5018587360595
2026-11-07,C,38840,397,66,Fashion,97.8337531486146
2026-11-08,D,37430,493,191,Fashion,75.92292089249493
2026-11-09,A,28091,236,281,Luxury,119.02966101694915
2026-11-10,A,37983,338,213,Luxury,112.37573964497041
2026-11-11,H,28989,452,235,Sports,64.13495575221239
2026-11-12,B,80451,77,289,Luxury,1044.8181818181818
2026-11-13,H,113088,428,73,Sports,264.22429906542055
2026-11-14,G,23990,229,158,Sports,104.75982532751091
2026-11-15,J,95270,302,240,Kids,315.4635761589404
2026-11-16,J,85360,175,295,Kids,487.77142857142854
2026-11-17,B,41081,226,140,Luxury,181.77433628318585
2026-11-18,F,16033,86,74,Food,186.43023255813952
2026-11-19,F,113272,459,236,Food,246.77995642701526
2026-11-20,C,21241,148,81,Fashion,143.52027027027026
2026-11-21,B,10939,147,165,Luxury,74.41496598639456
2026-11-22,A,118000,176,131,Luxury,670.4545454545455
2026-11-23,F,52562,217,159,Food,242.22119815668202
2026-11-24,E,40063,129,195,Food,310.5658914728682
2026-11-25,I,105000,343,86,Living,306.1224489795918
2026-11-26,A,81721,382,75,Luxury,213.92931937172776
2026-11-27,G,32045,175,186,Sports,183.11428571428573
2026-11-28,E,49769,392,276,Food,126.96173469387755
2026-11-29,E,52118,359,113,Food,145.17548746518105
2026-11-30,B,89703,199,121,Luxury,450.76884422110555
2026-12-01,C,106948,65,197,Fashion,1645.3538461538462
2026-12-02,G,26625,77,231,Sports,345.7792207792208
2026-12-03,F,109724,468,155,Food,234.45299145299145
2026-12-04,B,32076,493,135,Luxury,65.06288032454361
2026-12-05,F,69805,222,260,Food,314.43693693693695
2026-12-06,B,49605,95,207,Luxury,522.1578947368421
2026-12-07,B,89565,377,102,Luxury,237.57294429708222
2026-12-08,B,93509,285,141,Luxury,328.1017543859649
2026-12-09,C,44121,488,148,Fashion,90.41188524590164
2026-12-10,B,70101,263,284,Luxury,266.5437262357414
2026-12-11,D,36433,134,240,Fashion,271.8880597014925
2026-12-12,I,48309,331,60,Living,145.94864048338368
2026-12-13,F,72468,281,80,Food,257.8932384341637
2026-12-14,A,49254,134,226,Luxury,367.56716417910445
2026-12-15,H,72293,458,289,Sports,157.84497816593887
2026-12-16,G,101258,114,280,Sports,888.2280701754386
2026-12-17,J,42853,183,149,Kids,234.1693989071038
2026-12-18,C,43405,200,271,Fashion,217.025
2026-12-19,A,71652,164,136,Luxury,436.9024390243902
2026-12-20,E,48527,113,196,Food,429.4424778761062
2026-12-21,D,82227,392,189,Fashion,209.7627551020408
2026-12-22,J,5492,476,64,Kids,11.53781512605042
2026-12-23,H,98418,412,208,Sports,238.87864077669903
2026-12-24,A,13811,456,220,Luxury,30.287280701754387
2026-12-25,J,98344,401,150,Kids,245.24688279301745
2026-12-26,A,29272,207,214,Luxury,141.41062801932367
2026-12-27,D,98935,126,256,Fashion,785.1984126984127
2026-12-28,H,77010,195,78,Sports,394.9230769230769
2026-12-29,E,97492,392,163,Food,248.70408163265307
2026-12-30,B,52153,274,156,Luxury,190.33941605839416
2026-12-31,F,113042,454,203,Food,248.99118942731278
2027-01-01,E,59110,362,157,Food,163.28729281767957
2027-01-02,B,18979,152,179,Luxury,124.86184210526316
2027-01-03,C,115059,456,133,Fashion,252.32236842105263
2027-01-04,I,113101,396,64,Living,285.60858585858585
2027-01-05,G,33328,350,293,Sports,95.22285714285714
2027-01-06,G,117911,477,181,Sports,247.1928721174004
2027-01-07,F,17867,137,263,Food,130.4160583941606
2027-01-08,H,64234,420,99,Sports,152.93809523809523
2027-01-09,D,30851,352,215,Fashion,87.64488636363636
2027-01-10,H,36279,217,72,Sports,167.18433179723502
2027-01-11,D,101063,484,108,Fashion,208.80785123966942
2027-01-12,H,78402,219,139,Sports,358.0
2027-01-13,I,20449,184,164,Living,111.13586956521739
2027-01-14,C,81221,99,124,Fashion,820.4141414141415
2027-01-15,C,94080,481,205,Fashion,195.59251559251558
2027-01-16,B,10451,389,297,Luxury,26.866323907455012
2027-01-17,J,92178,396,243,Kids,232.77272727272728
2027-01-18,C,46316,183,172,Fashion,253.0928961748634
2027-01-19,C,68064,396,185,Fashion,171.87878787878788
2027-01-20,E,68761,186,206,Food,369.68279569892474
2027-01-21,E,110490,294,188,Food,375.81632653061223
2027-01-22,B,43870,158,278,Luxury,277.65822784810126
2027-01-23,J,101566,362,67,Kids,280.56906077348066
2027-01-24,F,35873,336,232,Food,106.76488095238095
2027-01-25,E,63627,70,99,Food,908.9571428571429
2027-01-26,F,71155,139,191,Food,511.9064748201439
2027-01-27,A,104186,345,167,Luxury,301.98840579710145
2027-01-28,E,30372,161,251,Food,188.64596273291926
2027-01-29,I,8642,350,276,Living,24.69142857142857
2027-01-30,J,33001,126,186,Kids,261.91269841269843
2027-01-31,B,39064,226,276,Luxury,172.8495575221239
2027-02-01,A,99826,392,188,Luxury,254.65816326530611
2027-02-02,J,19122,197,240,Kids,97.06598984771574
2027-02-03,I,29820,150,157,Living,198.8
2027-02-04,J,73431,295,253,Kids,248.9186440677966
2027-02-05,I,60745,166,116,Living,365.93373493975906
2027-02-06,I,55081,141,230,Living,390.64539007092196
2027-02-07,F,75902,450,216,Food,168.67111111111112
2027-02-08,H,13711,77,127,Sports,178.06493506493507
2027-02-09,A,90132,474,233,Luxury,190.15189873417722
2027-02-10,J,23793,499,205,Kids,47.6813627254509
2027-02-11,D,13199,74,124,Fashion,178.36486486486487
2027-02-12,A,81253,107,88,Luxury,759.373831775701
2027-02-13,H,41191,346,74,Sports,119.04913294797687
2027-02-14,A,15211,183,70,Luxury,83.12021857923497
2027-02-15,C,116086,380,187,Fashion,305.4894736842105
2027-02-16,D,68069,298,220,Fashion,228.41946308724832
2027-02-17,H,93896,87,64,Sports,1079.2643678160919
2027-02-18,F,61746,439,260,Food,140.65148063781322
2027-02-19,J,26542,478,97,Kids,55.52719665271967
2027-02-20,G,36312,124,135,Sports,292.83870967741933
2027-02-21,H,50242,191,198,Sports,263.0471204188482
2027-02-22,B,106971,371,237,Luxury,288.33153638814014
2027-02-23,J,98783,217,165,Kids,455.221198156682
2027-02-24,H,92893,308,285,Sports,301.60064935064935
2027-02-25,C,60388,422,273,Fashion,143.0995260663507
2027-02-26,G,111581,404,99,Sports,276.19059405940595
2027-02-27,C,32691,274,200,Fashion,119.31021897810218
2027-02-28,G,82960,201,190,Sports,412.7363184079602
2027-03-01,B,89388,68,118,Luxury,1314.5294117647059
2027-03-02,J,27601,195,53,Kids,141.54358974358973
2027-03-03,F,23020,497,269,Food,46.31790744466801
2027-03-04,C,13155,290,127,Fashion,45.36206896551724
2027-03-05,C,74119,421,249,Fashion,176.05463182897861
2027-03-06,I,86051,430,58,Living,200.1186046511628
2027-03-07,G,41777,393,170,Sports,106.30279898218829
2027-03-08,E,24710,286,164,Food,86.3986013986014
2027-03-09,J,113714,84,212,Kids,1353.7380952380952
2027-03-10,G,29532,239,150,Sports,123.56485355648536
2027-03-11,I,23601,50,198,Living,472.02
2027-03-12,A,68227,202,235,Luxury,337.75742574257424
2027-03-13,G,9967,478,195,Sports,20.851464435146443
2027-03-14,F,89289,482,146,Food,185.246887966805
2027-03-15,J,25022,175,249,Kids,142.98285714285714
2027-03-16,I,48463,394,292,Living,123.00253807106598
2027-03-17,A,79671,449,290,Luxury,177.44097995545658
2027-03-18,D,10722,275,130,Fashion,38.98909090909091
2027-03-19,I,32413,270,92,Living,120.04814814814814
2027-03-20,D,97772,452,144,Fashion,216.30973451327435
2027-03-21,J,86050,456,275,Kids,188.7061403508772
2027-03-22,C,114432,260,55,Fashion,440.12307692307695
2027-03-23,I,107748,74,263,Living,1456.054054054054
2027-03-24,B,110922,65,255,Luxury,1706.4923076923078
2027-03-25,D,90867,231,116,Fashion,393.3636363636364
2027-03-26,F,88596,378,189,Food,234.38095238095238
2027-03-27,B,71732,178,149,Luxury,402.9887640449438
2027-03-28,H,17297,91,61,Sports,190.07692307692307
2027-03-29,H,73323,452,286,Sports,162.21902654867256
2027-03-30,A,28816,467,115,Luxury,61.70449678800856
2027-03-31,C,45695,385,51,Fashion,118.68831168831169
2027-04-01,J,24702,285,192,Kids,86.67368421052632
2027-04-02,I,30242,409,200,Living,73.94132029339853
2027-04-03,E,60841,488,206,Food,124.67418032786885
2027-04-04,F,72712,451,130,Food,161.2239467849224
2027-04-05,D,90663,83,273,Fashion,1092.3253012048192
2027-04-06,J,112096,394,184,Kids,284.507614213198
2027-04-07,B,97764,430,271,Luxury,227.35813953488372
2027-04-08,H,58574,94,205,Sports,623.1276595744681
2027-04-09,F,90744,183,191,Food,495.8688524590164
2027-04-10,E,33482,70,221,Food,478.3142857142857
2027-04-11,I,14171,171,207,Living,82.87134502923976
2027-04-12,A,105755,119,258,Luxury,888.6974789915967
2027-04-13,E,103932,401,209,Food,259.18204488778053
2027-04-14,F,113125,410,287,Food,275.9146341463415
2027-04-15,E,111082,97,119,Food,1145.1752577319587
2027-04-16,F,8696,88,164,Food,98.81818181818181
2027-04-17,F,25058,336,137,Food,74.57738095238095
2027-04-18,G,25313,59,55,Sports,429.03389830508473
2027-04-19,D,24149,79,76,Fashion,305.6835443037975
2027-04-20,H,58521,293,131,Sports,199.73037542662115
2027-04-21,G,50740,323,137,Sports,157.08978328173376
2027-04-22,I,111611,493,278,Living,226.39148073022312
2027-04-23,G,9956,137,169,Sports,72.67153284671532
2027-04-24,C,80731,293,73,Fashion,275.5324232081911
2027-04-25,C,87612,430,151,Fashion,203.74883720930234
2027-04-26,H,71641,378,83,Sports,189.52645502645504
2027-04-27,E,68811,64,217,Food,1075.171875
2027-04-28,D,57160,53,96,Fashion,1078.4905660377358
2027-04-29,H,56313,240,256,Sports,234.6375
2027-04-30,F,68232,217,252,Food,314.4331797235023
2027-05-01,B,20417,58,263,Luxury,352.01724137931035
2027-05-02,D,29729,158,295,Fashion,188.15822784810126
2027-05-03,D,117492,186,73,Fashion,631.6774193548387
2027-05-04,F,35099,203,114,Food,172.9014778325123
2027-05-05,F,103134,437,67,Food,236.0045766590389
2027-05-06,A,34961,258,93,Luxury,135.5077519379845
2027-05-07,H,17602,321,125,Sports,54.834890965732086
2027-05-08,F,14256,192,106,Food,74.25
2027-05-09,C,91120,148,156,Fashion,615.6756756756756
2027-05-10,I,117516,426,205,Living,275.85915492957747
2027-05-11,B,39681,357,281,Luxury,111.15126050420169
2027-05-12,H,96328,118,173,Sports,816.3389830508474
2027-05-13,J,92440,296,248,Kids,312.2972972972973
2027-05-14,C,69789,310,200,Fashion,225.1258064516129
2027-05-15,E,48361,325,262,Food,148.80307692307693
2027-05-16,F,69503,128,211,Food,542.9921875
2027-05-17,J,39540,195,188,Kids,202.76923076923077
2027-05-18,F,31536,160,263,Food,197.1
2027-05-19,D,89700,307,283,Fashion,292.1824104234528
2027-05-20,C,68043,142,212,Fashion,479.17605633802816
2027-05-21,D,83532,62,165,Fashion,1347.2903225806451
2027-05-22,A,61575,309,142,Luxury,199.27184466019418
2027-05-23,D,7871,475,91,Fashion,16.570526315789472
2027-05-24,A,51002,158,77,Luxury,322.7974683544304
2027-05-25,A,54812,379,172,Luxury,144.622691292876
2027-05-26,J,27626,238,259,Kids,116.07563025210084
2027-05-27,F,64979,144,255,Food,451.24305555555554
2027-05-28,E,81057,154,259,Food,526.3441558441558
2027-05-29,D,113946,57,269,Fashion,1999.0526315789473
2027-05-30,C,71668,116,73,Fashion,617.8275862068965
2027-05-31,A,104003,240,185,Luxury,433.34583333333336
2027-06-01,F,85070,415,155,Food,204.9879518072289
2027-06-02,B,94390,305,167,Luxury,309.4754098360656
2027-06-03,H,47998,58,286,Sports,827.551724137931
2027-06-04,J,68814,166,102,Kids,414.5421686746988
2027-06-05,E,109601,316,249,Food,346.8386075949367
2027-06-06,G,50607,148,181,Sports,341.93918918918916
2027-06-07,J,12812,347,268,Kids,36.92219020172911
2027-06-08,B,66844,446,149,Luxury,149.8744394618834
2027-06-09,H,75093,213,54,Sports,352.5492957746479
2027-06-10,B,7179,425,274,Luxury,16.891764705882352
2027-06-11,D,48798,190,98,Fashion,256.8315789473684
2027-06-12,A,79601,317,147,Luxury,251.10725552050474
2027-06-13,E,13275,86,79,Food,154.36046511627907
2027-06-14,I,55574,123,121,Living,451.8211382113821
2027-06-15,A,52857,122,152,Luxury,433.25409836065575
2027-06-16,I,106484,357,112,Living,298.27450980392155
2027-06-17,H,25700,248,224,Sports,103.62903225806451
2027-06-18,F,44464,179,75,Food,248.4022346368715
2027-06-19,G,47351,295,234,Sports,160.51186440677967
2027-06-20,C,98330,361,86,Fashion,272.38227146814404
2027-06-21,A,99319,109,275,Luxury,911.183486238532
2027-06-22,E,87534,328,56,Food,266.8719512195122
2027-06-23,B,18869,152,176,Luxury,124.13815789473684
2027-06-24,E,65315,345,217,Food,189.31884057971016
2027-06-25,H,115061,369,141,Sports,311.81842818428186
2027-06-26,I,98688,390,216,Living,253.04615384615386
2027-06-27,B,25954,200,239,Luxury,129.77
2027-06-28,C,36555,206,152,Fashion,177.45145631067962
2027-06-29,C,68353,255,269,Fashion,268.0509803921569
2027-06-30,A,87190,228,255,Luxury,382.4122807017544
2027-07-01,H,50026,246,102,Sports,203.35772357723576
2027-07-02,F,105772,272,291,Food,388.86764705882354
2027-07-03,H,51976,138,279,Sports,376.6376811594203
2027-07-04,I,85578,336,181,Living,254.69642857142858
2027-07-05,E,96502,483,283,Food,199.79710144927537
2027-07-06,C,118943,325,259,Fashion,365.97846153846154
2027-07-07,E,114850,285,157,Food,402.9824561403509
2027-07-08,E,50095,232,161,Food,215.92672413793105
2027-07-09,E,19270,258,202,Food,74.68992248062015
2027-07-10,C,35908,179,56,Fashion,200.60335195530726
2027-07-11,J,20523,202,279,Kids,101.5990099009901
2027-07-12,D,67433,62,205,Fashion,1087.6290322580646
2027-07-13,I,52068,171,246,Living,304.49122807017545
2027-07-14,J,24991,408,116,Kids,61.252450980392155
2027-07-15,I,15775,269,157,Living,58.64312267657993
2027-07-16,B,82801,155,272,Luxury,534.2
2027-07-17,H,89995,424,160,Sports,212.25235849056602
2027-07-18,H,66250,119,283,Sports,556.7226890756302
2027-07-19,G,21673,244,299,Sports,88.82377049180327
2027-07-20,H,32056,235,197,Sports,136.40851063829788
2027-07-21,C,11614,148,132,Fashion,78.47297297297297
2027-07-22,F,106556,131,289,Food,813.4045801526718
2027-07-23,A,12415,124,173,Luxury,100.12096774193549
2027-07-24,G,93691,423,188,Sports,221.49172576832152
2027-07-25,A,119966,389,153,Luxury,308.39588688946014
2027-07-26,I,48884,241,116,Living,202.83817427385893
2027-07-27,A,21964,374,264,Luxury,58.72727272727273
2027-07-28,A,42726,263,56,Luxury,162.45627376425855
2027-07-29,G,42044,364,200,Sports,115.50549450549451
2027-07-30,B,62149,493,238,Luxury,126.06288032454361
2027-07-31,E,42544,431,248,Food,98.70997679814386
2027-08-01,H,54976,416,159,Sports,132.15384615384616
2027-08-02,H,37252,367,83,Sports,101.50408719346049
2027-08-03,C,8832,193,155,Fashion,45.76165803108808
2027-08-04,G,95811,433,196,Sports,221.27251732101615
2027-08-05,C,85437,265,107,Fashion,322.40377358490565
2027-08-06,F,108749,410,58,Food,265.24146341463415
2027-08-07,F,39148,373,97,Food,104.9544235924933
2027-08-08,C,66240,64,164,Fashion,1035.0
2027-08-09,G,113169,266,259,Sports,425.44736842105266
2027-08-10,C,93454,488,90,Fashion,191.50409836065575
2027-08-11,H,117230,84,97,Sports,1395.595238095238
2027-08-12,J,90076,232,222,Kids,388.2586206896552
2027-08-13,D,82116,319,283,Fashion,257.4169278996865
2027-08-14,A,58459,482,74,Luxury,121.28423236514523
2027-08-15,D,43402,407,165,Fashion,106.63882063882063
2027-08-16,G,62727,149,127,Sports,420.9865771812081
2027-08-17,D,43578,56,157,Fashion,778.1785714285714
2027-08-18,F,95453,79,74,Food,1208.26582278481
2027-08-19,I,27318,354,196,Living,77.16949152542372
2027-08-20,A,80715,193,88,Luxury,418.21243523316065
2027-08-21,E,82787,160,168,Food,517.41875
2027-08-22,G,116435,281,128,Sports,414.3594306049822
2027-08-23,A,90029,228,129,Luxury,394.8640350877193
2027-08-24,D,25466,121,76,Fashion,210.46280991735537
2027-08-25,F,100742,259,153,Food,388.96525096525096
2027-08-26,B,50475,269,123,Luxury,187.63940520446096
2027-08-27,J,65142,129,240,Kids,504.9767441860465
2027-08-28,E,90160,132,117,Food,683.030303030303
2027-08-29,J,31564,91,292,Kids,346.85714285714283
2027-08-30,A,27412,322,196,Luxury,85.1304347826087
2027-08-31,F,98526,240,77,Food,410.525
2027-09-01,F,56001,222,262,Food,252.25675675675674
2027-09-02,D,62649,56,172,Fashion,1118.732142857143
2027-09-03,H,65957,204,288,Sports,323.3186274509804
2027-09-04,D,40517,59,255,Fashion,686.728813559322
2027-09-05,H,18156,83,210,Sports,218.74698795180723
2027-09-06,H,28064,85,289,Sports,330.16470588235296
2027-09-07,E,30711,458,187,Food,67.05458515283843
2027-09-08,D,35106,55,132,Fashion,638.290909090909
2027-09-09,B,70458,457,79,Luxury,154.1750547045952
2027-09-10,C,21589,451,71,Fashion,47.869179600886916
2027-09-11,C,94272,264,52,Fashion,357.09090909090907
2027-09-12,D,91511,183,150,Fashion,500.0601092896175
2027-09-13,D,106754,334,154,Fashion,319.622754491018
2027-09-14,J,12214,175,259,Kids,69.79428571428572
2027-09-15,E,101117,458,252,Food,220.77947598253274
2027-09-16,D,90731,488,225,Fashion,185.92418032786884
2027-09-17,J,115118,386,51,Kids,298.23316062176167
2027-09-18,H,32127,223,253,Sports,144.06726457399103
2027-09-19,F,10141,201,103,Food,50.45273631840796
2027-09-20,F,33884,380,55,Food,89.16842105263157
2027-09-21,H,95421,75,156,Sports,1272.28
2027-09-22,G,7708,432,217,Sports,17.84259259259259
2027-09-23,J,23375,164,285,Kids,142.53048780487805
2027-09-24,J,20088,431,270,Kids,46.60788863109049
2027-09-25,H,62615,333,172,Sports,188.03303303303304
2027-09-26,B,115138,436,271,Luxury,264.07798165137615
